current_time, N_vessels, N_cells, N_cells_pheno_0, N_cells_pheno_1, N_cells_pheno_1_Ap, N_cells_pheno_1_G1, N_cells_pheno_1_Sy, N_cells_pheno_1_G2, N_cells_pheno_1_Di, N_cells_pheno_1_Tr, N_cell_protrusions
0,0,1000,0,1000,115,496,110,279,0,0,0
3,0,1083,0,1083,170,485,165,263,0,0,0
5,0,803,0,803,259,296,63,185,0,0,0
7,0,839,0,839,248,365,69,157,0,0,0
11,0,883,0,883,741,97,16,29,0,0,0
