current_time, N_vessels, N_cells, N_cells_pheno_0, N_cells_pheno_1, N_cells_pheno_1_Ap, N_cells_pheno_1_G1, N_cells_pheno_1_Sy, N_cells_pheno_1_G2, N_cells_pheno_1_Di, N_cells_pheno_1_Tr, N_cell_protrusions
0,0,1000,0,1000,115,496,110,279,0,0,0
3,0,1070,0,1070,168,479,163,260,0,0,0
5,0,1057,0,1057,343,389,82,243,0,0,0
7,0,1021,0,1021,302,444,84,191,0,0,0
11,0,1140,0,1140,956,125,21,38,0,0,0
