current_time, N_vessels, N_cells, N_cells_pheno_0, N_cells_pheno_1, N_cells_pheno_1_Ap, N_cells_pheno_1_G1, N_cells_pheno_1_Sy, N_cells_pheno_1_G2, N_cells_pheno_1_Di, N_cells_pheno_1_Tr, N_cell_protrusions
0,0,1000,0,1000,183,530,125,162,0,0,0
3,0,1022,0,1022,381,460,110,71,0,0,0
5,0,936,0,936,121,558,115,142,0,0,0
7,0,946,0,946,4,647,170,125,0,0,0
11,0,814,0,814,305,387,41,81,0,0,0
