current_time, N_vessels, N_cells, N_cells_pheno_0, N_cells_pheno_1, N_cells_pheno_1_Ap, N_cells_pheno_1_G1, N_cells_pheno_1_Sy, N_cells_pheno_1_G2, N_cells_pheno_1_Di, N_cells_pheno_1_Tr, N_cell_protrusions
0,0,1000,0,1000,73,576,123,228,0,0,0
3,0,1136,0,1136,200,660,124,152,0,0,0
5,0,988,0,988,194,519,97,178,0,0,0
7,0,1148,0,1148,267,705,69,107,0,0,0
11,0,944,0,944,689,157,24,74,0,0,0
