current_time, N_vessels, N_cells, N_cells_pheno_0, N_cells_pheno_1, N_cells_pheno_1_Ap, N_cells_pheno_1_G1, N_cells_pheno_1_Sy, N_cells_pheno_1_G2, N_cells_pheno_1_Di, N_cells_pheno_1_Tr, N_cell_protrusions
0,0,1000,0,1000,162,541,129,168,0,0,0
3,0,1009,0,1009,369,451,109,80,0,0,0
5,0,1051,0,1051,137,601,130,183,0,0,0
7,0,746,0,746,55,531,71,89,0,0,0
11,0,943,0,943,409,417,42,75,0,0,0
