current_time, N_vessels, N_cells, N_cells_pheno_0, N_cells_pheno_1, N_cells_pheno_1_Ap, N_cells_pheno_1_G1, N_cells_pheno_1_Sy, N_cells_pheno_1_G2, N_cells_pheno_1_Di, N_cells_pheno_1_Tr, N_cell_protrusions
0,0,1000,0,1000,73,576,123,228,0,0,0
3,0,1009,0,1009,177,587,110,135,0,0,0
5,0,1051,0,1051,207,552,103,189,0,0,0
7,0,746,0,746,174,458,45,69,0,0,0
11,0,943,0,943,688,157,24,74,0,0,0
