current_time, N_vessels, N_cells, N_cells_pheno_0, N_cells_pheno_1, N_cells_pheno_1_Ap, N_cells_pheno_1_G1, N_cells_pheno_1_Sy, N_cells_pheno_1_G2, N_cells_pheno_1_Di, N_cells_pheno_1_Tr, N_cell_protrusions
0,0,1000,0,1000,142,544,117,197,0,0,0
3,0,1009,0,1009,196,566,115,132,0,0,0
5,0,1051,0,1051,177,523,112,239,0,0,0
7,0,746,0,746,160,464,40,82,0,0,0
11,0,943,0,943,697,150,25,71,0,0,0
